"imageWrapperWrapper src","price","nameTextWithEllipsis","subText"
"https://chaldn.com/_mpimage/bread-pit-brown-bread-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D82953&q=best&v=1&m=400&webp=1","149","Bread Pit Brown Bread","300 gm"
"https://chaldn.com/_mpimage/golden-grain-puffed-rice-hand-made-400-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D167642&q=best&v=1&m=400&webp=1","90","Golden Grain Puffed Rice (Hand Made)","400 gm"
"https://chaldn.com/_mpimage/golden-harvest-mega-deshi-paratha-1600-gm-20-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D168990&q=best&v=1&m=400&webp=1","380","Golden Harvest Mega Deshi Paratha 1600 gm","20 pcs"
"https://chaldn.com/_mpimage/bpm-white-flattened-rice-sada-chira-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D52501&q=best&v=1&m=400&webp=1","75","BPM White Flattened Rice (Sada Chira)","500 gm"
"https://chaldn.com/_mpimage/golden-harvest-premium-deshi-paratha-20-pcs-1300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D177582&q=best&v=1&m=400&webp=1","320","Golden Harvest Premium Deshi Paratha 20 pcs","1300 gm"
"https://chaldn.com/_mpimage/bread-pit-milk-bread-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D114581&q=best&v=1&m=400&m=400&webp=1","120","Bread Pit Milk Bread","300 gm"
"https://chaldn.com/_mpimage/bpm-homemade-puffed-rice-muri-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D127330&q=best&v=1&m=400&webp=1","135","BPM Homemade Puffed Rice (Muri)","500 gm"
"https://chaldn.com/_mpimage/bread-pit-white-bread-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D70765&q=best&v=1&m=400&webp=1","110","Bread Pit White Bread","500 gm"
"https://chaldn.com/_mpimage/fresh-puffed-rice-muri-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D95561&q=best&v=1&m=400&webp=1","75","Fresh Puffed Rice (Muri)","500 gm"
"https://chaldn.com/_mpimage/ispahani-bakery-fresh-dry-cake-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D176305&q=best&v=1&m=400&webp=1","150","Ispahani Bakery Fresh Dry Cake","300 gm"
"https://chaldn.com/_mpimage/pran-flattened-rice-chira-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D163265&q=best&v=1&m=400&webp=1","70","Pran Flattened Rice (Chira)","500 gm"
"https://chaldn.com/_mpimage/pran-puffed-rice-muri-250-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D132326&q=best&v=1&m=400&webp=1","40","Pran Puffed Rice (Muri)","250 gm"
"https://chaldn.com/_mpimage/ruchi-puffed-rice-muri-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D133077&q=best&v=1&m=400&webp=1","35","Ruchi Puffed Rice (Muri)","200 gm"
"https://chaldn.com/_mpimage/pran-puffed-rice-muri-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D132327&q=best&v=1&m=400&webp=1","75","Pran Puffed Rice (Muri)","500 gm"
"https://chaldn.com/_mpimage/ruchi-puffed-rice-muri-400-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D127589&q=best&v=1&m=400&webp=1","65","Ruchi Puffed Rice (Muri)","400 gm"
