"imageWrapperWrapper src","price","nameTextWithEllipsis","subText","productV2discountedPrice"
"https://chaldn.com/_mpimage/acme-vermicelli-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D138710&q=best&v=1&m=400&webp=1","45","ACME Vermicelli Shemai","200 gm",""
"https://chaldn.com/_mpimage/pran-vermicelli-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D108686&q=best&v=1&m=400&webp=1","45","Pran Vermicelli Shemai","200 gm",""
"https://chaldn.com/_mpimage/bombay-sweets-instant-laccha-shemai-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D159835&q=best&v=1&m=400&webp=1","60","Bombay Sweets Instant Laccha Shemai","180 gm",""
"https://chaldn.com/_mpimage/dekko-shahi-shemai-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D123371&q=best&v=1&m=400&webp=1","45","Dekko Shahi Shemai","180 gm","39"
"https://chaldn.com/_mpimage/dekko-laccha-shemai-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D154931&q=best&v=1&m=400&webp=1","50","Dekko Laccha Shemai","180 gm",""
"https://chaldn.com/_mpimage/aci-pure-suji-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D177380&q=best&v=1&m=400&webp=1","48","ACI Pure Suji","500 gm",""
"https://chaldn.com/_mpimage/fresh-suji-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D97221&q=best&v=1&m=400&webp=1","48","Fresh Suji","500 gm",""
"https://chaldn.com/_mpimage/teer-semolina-suji-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101043&q=best&v=1&m=400&webp=1","48","Teer Semolina Suji","500 gm",""
"https://chaldn.com/_mpimage/bashundhara-suji-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D125502&q=best&v=1&m=400&webp=1","48","Bashundhara Suji","500 gm",""
"https://chaldn.com/_mpimage/olympic-lascha-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D154920&q=best&v=1&m=400&webp=1","50","Olympic Lascha Shemai","200 gm",""
"https://chaldn.com/_mpimage/radhuni-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D110805&q=best&v=1&m=400&webp=1","45","Radhuni Shemai","200 gm",""
"https://chaldn.com/_mpimage/kolson-special-lascha-semai-180-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D113038&q=best&v=1&m=400&webp=1","50","Kolson Special Lascha Semai","180 gm",""
"https://chaldn.com/_mpimage/banoful-lashcha-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101139&q=best&v=1&m=400&webp=1","50","Banoful Lashcha Shemai","200 gm",""
"https://chaldn.com/_mpimage/muskan-suji-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D94914&q=best&v=1&m=400&webp=1","48","Muskan Suji","500 gm",""
"https://chaldn.com/_mpimage/kolson-cock-vermicelli-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D141265&q=best&v=1&m=400&webp=1","45","Kolson Cock Vermicelli (Shemai)","200 gm",""
"https://chaldn.com/_mpimage/farina-laccha-shemai-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D185342&q=best&v=1&m=400&webp=1","60","Farina Laccha Shemai","200 gm",""
